OrderBooker ID,Day,Total Retail Stores,Total Wholesale Stores,Total Stores,Travel Time (minutes),Service Time (minutes),Distance (km),Fuel Consumption (liters),distributor_id
1,Monday,5,2,7,0.7022541771851109,180,0.46816945145674055,0.007802824190945676,131
1,Tuesday,2,0,2,0.8227161445695924,40,0.5484774297130616,0.009141290495217693,131
1,Wednesday,4,3,7,0.6791482734020888,200,0.4527655156013925,0.007546091926689875,131
1,Thursday,6,0,6,1.3250785632162485,120,0.8833857088108324,0.014723095146847208,131
1,Friday,8,3,11,0.980352539339433,280,0.653568359559622,0.010892805992660367,131
1,Saturday,5,0,5,1.1858511728278116,100,0.7905674485518743,0.01317612414253124,131
1,Sunday,7,2,9,0.272648931280387,220,0.18176595418692465,0.0030294325697820773,131
