OrderBooker ID,Total Stores,Total Retail Stores,Total Wholesale Stores,Total Travel Time (minutes),Total Service Time (minutes),Total Distance (km),Total Fuel Consumption (liters),Average Travel Time (minutes),Average Service Time (minutes),Average Distance (km),Average Fuel Consumption (liters),Schedule Cost,distributor_id
1,47,37,10,5.968049801820674,1140,3.978699867880448,0.06631166446467414,0.8525785431172391,162.85714285714286,0.5683856954114926,0.009473094923524878,1471.102846315013,131
