Cluster ID,Day,Distance (km),Number of Stores
1,Monday,0.46816945145674055,7
1,Tuesday,0.5484774297130616,2
1,Wednesday,0.4527655156013925,7
1,Thursday,0.8833857088108324,6
1,Friday,0.653568359559622,11
1,Saturday,0.7905674485518743,5
1,Sunday,0.18176595418692465,9
